AAId,AId,BId,RId,SId,Date
943293,222578,null,1,1,6/2/19
943731,232324,null,1,1,5/25/19
943766,466604,null,2,1,6/18/19
943965,340283,null,2,1,6/18/19
944178,510924,null,1,1,5/25/19
944709,52548,null,2,1,6/2/19
944900,769808,null,2,1,6/17/19
944930,768514,null,2,1,5/30/19
944931,852342,null,2,1,5/30/19
945029,312782,null,1,1,6/18/19
945174,93653,null,1,1,6/18/19
945360,691804,null,2,1,5/29/19
945386,69014,null,1,1,6/17/19
945556,450456,null,1,1,6/17/19
945602,663394,null,1,1,5/30/19
945725,464161,null,1,1,6/19/19
945766,311083,null,2,1,6/2/19
945907,849046,null,1,1,6/19/19
946119,223934,null,1,1,5/29/19
946127,277526,null,2,1,5/29/19
946211,513685,null,2,1,5/30/19
946267,335335,null,2,1,6/17/19
946333,722509,null,2,1,6/17/19
946377,390640,null,1,1,5/25/19
946380,750249,null,3,1,5/25/19
946971,525632,null,1,1,6/18/19
947056,459843,null,1,1,6/18/19
947078,619301,null,1,1,6/18/19
947783,368215,null,1,1,6/19/19
947784,838563,null,1,1,6/19/19
947952,389848,null,1,1,5/29/19
948018,706576,null,1,1,6/17/19
948032,660627,null,3,1,6/17/19
948075,125996,null,1,1,6/17/19
948199,457423,null,1,1,6/17/19
948356,776323,null,2,1,6/19/19
948385,650950,null,3,1,5/30/19
948425,296678,null,2,1,6/19/19
948629,710836,null,2,1,5/29/19
949031,457461,null,1,1,4/29/19
949095,496507,null,1,1,6/18/19
949139,200209,null,1,1,6/18/19
949336,389724,null,1,1,5/30/19
949520,46329,null,2,1,6/2/19
949581,643575,null,3,1,5/29/19
950582,690325,null,2,1,4/29/19
950694,90569,null,2,1,6/17/19
950810,649542,null,3,1,5/29/19
951195,144593,null,1,1,6/18/19
951730,635539,null,2,1,5/29/19
951812,227275,null,1,1,6/17/19
951898,227361,null,1,1,6/2/19
952273,13401,null,1,1,4/29/19
952319,91648,null,1,1,6/2/19
952430,174368,null,2,1,6/2/19
952471,335307,null,2,1,4/29/19
952760,30951,null,2,1,4/29/19
952911,665632,null,3,1,6/2/19
953029,406225,null,1,1,5/29/19
953170,446735,null,1,1,6/18/19
953245,648962,null,1,1,6/18/19
953259,492915,null,2,1,6/18/19
953482,469668,null,2,1,4/29/19
953598,448195,null,1,1,6/17/19
953608,93642,null,1,1,6/17/19
953701,397679,null,1,1,6/17/19
953769,331834,null,1,1,6/17/19
954044,811993,null,1,1,5/30/19
954158,335533,null,1,1,6/17/19
954198,411398,null,1,1,6/18/19
954209,99117,null,2,1,6/18/19
954863,144858,null,1,1,6/18/19
955001,835296,null,2,1,6/19/19
955260,720143,null,2,1,6/17/19
955277,598745,null,1,1,5/30/19
955946,815071,null,1,1,6/2/19
956131,453302,null,1,1,5/29/19
956167,43520,null,2,1,6/19/19
956546,78011,null,1,1,6/17/19
956646,672303,null,2,1,4/29/19
957287,606433,null,2,1,5/29/19
957617,555550,null,1,1,6/2/19
957700,861769,null,1,1,5/29/19
957718,222886,null,2,1,6/17/19
957776,390382,null,1,1,6/18/19
957827,152255,null,1,1,6/2/19
957963,42941,null,2,1,6/2/19
958442,706576,null,1,1,6/18/19
958495,812606,null,1,1,5/29/19
958518,587136,null,2,1,4/29/19
958551,698993,null,2,1,4/29/19
958587,705463,null,2,1,6/2/19
958611,130477,null,1,1,6/2/19
958971,715190,null,1,1,6/17/19
959181,770492,null,1,1,6/19/19
959407,161768,null,2,1,5/30/19
959433,24390,null,1,1,5/30/19
959493,492153,null,2,1,6/17/19
959615,390125,null,1,1,6/2/19
959806,513989,null,2,1,5/30/19
959964,212795,null,3,1,6/17/19
960223,317506,null,1,1,5/29/19
960415,71059,null,1,1,6/18/19
960713,467899,null,1,1,6/2/19
961035,76987,null,1,1,6/18/19
961070,697710,null,2,1,6/18/19
961161,15347,null,1,1,6/18/19
961835,169531,null,2,1,6/2/19
961880,468668,null,2,1,6/18/19
961970,225485,null,2,1,6/18/19
962224,718953,null,2,1,4/29/19
962260,241299,null,1,1,6/17/19
962300,798280,null,1,1,5/29/19
962453,678265,null,2,1,6/18/19
962495,209368,null,1,1,6/17/19
962766,787973,null,1,1,5/29/19
962892,733595,null,2,1,6/2/19
963015,398469,null,1,1,6/18/19
963243,104126,null,1,1,5/29/19
963917,504942,null,1,1,4/29/19
964423,229898,null,1,1,6/2/19
964635,42914,null,2,1,6/17/19
964879,151199,null,1,1,6/18/19
965159,457482,null,1,1,6/18/19
965278,292865,null,2,1,4/29/19
965514,148759,null,2,1,5/30/19
965578,93707,null,1,1,6/19/19
965815,142543,null,2,1,5/30/19
966127,21667,null,0,1,6/17/19
966274,142481,null,2,1,6/19/19
966560,133757,null,2,1,6/2/19
966765,184026,null,1,1,5/29/19
967100,502594,null,1,1,4/29/19
967221,64336,null,2,1,6/2/19
967342,826207,null,2,1,4/29/19
967605,686884,null,1,1,6/19/19
967739,585513,null,2,1,4/29/19
967798,789242,null,1,1,6/18/19
967983,485257,null,1,1,5/30/19
968049,602916,null,1,1,4/29/19
968532,91217,null,1,1,6/18/19
968694,236973,null,2,1,6/2/19
968846,403290,null,1,1,5/29/19
968930,776213,null,2,1,6/18/19
969258,129175,null,1,1,6/17/19
969344,708905,null,2,1,6/2/19
969479,678835,null,2,1,5/30/19
969578,170374,null,2,1,6/17/19
969923,312832,null,2,1,5/29/19
970389,697496,null,2,1,6/18/19
970755,80750,null,1,1,6/17/19
971109,459852,null,1,1,6/17/19
971217,331878,null,2,1,5/29/19
971423,16393,null,1,1,6/19/19
971765,395450,null,1,1,4/29/19
971791,307608,null,1,1,5/30/19
971897,452503,null,2,1,6/18/19
971908,728634,null,3,1,6/18/19
972191,755075,null,1,1,6/19/19
972571,278925,null,2,1,6/2/19
972783,184026,null,1,1,6/18/19
972856,652272,null,1,1,5/30/19
973051,372985,null,2,1,6/19/19
973234,305231,null,2,1,6/17/19
973325,222548,null,1,1,6/2/19
973350,305820,null,2,1,5/30/19
973357,554002,null,1,1,5/30/19
973464,237355,null,2,1,5/30/19
973473,856517,null,1,1,5/25/19
973549,809984,null,1,1,6/17/19
973581,305463,null,2,1,5/30/19
973590,243538,null,2,1,5/29/19
973688,861121,null,1,1,5/29/19
973727,495627,null,1,1,6/17/19
973920,141450,null,2,1,6/18/19
973981,748769,null,2,1,6/19/19
974353,651936,null,3,1,5/30/19
974413,521491,null,1,1,6/18/19
974580,719623,null,2,1,5/30/19
974714,717560,null,2,1,5/30/19
974858,702450,null,2,1,6/19/19
975063,299217,null,2,1,5/29/19
975196,699690,null,2,1,6/19/19
975216,854578,null,2,1,6/19/19
975393,502823,null,1,1,5/30/19
975477,227350,null,1,1,5/29/19
975658,254501,null,2,1,6/18/19
976417,659695,null,1,1,6/17/19
976475,773559,null,1,1,5/30/19
976677,626645,null,2,1,5/30/19
976714,288536,null,1,1,6/17/19
977050,702574,null,1,1,4/29/19
977246,693431,null,2,1,4/29/19
977631,258226,null,2,1,5/30/19
977915,740749,null,2,1,4/29/19
977918,709204,null,2,1,4/29/19
978032,569846,null,1,1,6/17/19
978177,698998,null,2,1,6/17/19
978312,655563,null,3,1,6/17/19
978440,292099,null,1,1,5/30/19
978727,673258,null,1,1,6/2/19
978800,223915,null,1,1,6/2/19
979003,575366,null,1,1,6/18/19
979054,354969,null,1,1,6/18/19
979075,606154,null,1,1,5/30/19
979141,404570,null,1,1,5/30/19
979330,741867,null,2,1,6/18/19
979338,594978,null,2,1,6/18/19
979742,604750,null,3,1,6/19/19
979918,485592,null,1,1,6/2/19
980133,634473,null,2,1,6/2/19
980247,370703,null,1,1,4/29/19
980571,262867,null,2,1,6/2/19
980709,10151,null,2,1,6/2/19
980710,48020,null,2,1,6/2/19
980759,741081,null,3,1,5/30/19
980905,713298,null,2,1,5/30/19
980984,846009,null,1,1,6/2/19
981080,40676,null,2,1,5/25/19
981149,248569,null,2,1,5/30/19
981280,759578,null,2,1,5/25/19
981727,672220,null,2,1,6/19/19
982293,563422,null,3,1,6/17/19
982321,849880,null,1,1,5/25/19
982352,333403,null,2,1,6/2/19
982701,165311,null,1,1,4/29/19
982753,564872,null,2,1,4/29/19
982806,232337,null,1,1,6/2/19
983255,256056,null,2,1,6/19/19
983299,341481,null,1,1,6/17/19
983687,535821,null,1,1,6/17/19
984039,586340,null,2,1,4/29/19
984089,606684,null,1,1,6/17/19
984134,21803,null,1,1,6/19/19
984280,63463,null,2,1,6/2/19
984329,485125,null,1,1,6/18/19
984493,33484,null,2,1,6/18/19
984496,805757,null,1,1,6/18/19
985057,604413,null,3,1,6/19/19
985352,46197,null,2,1,6/2/19
985386,635163,null,2,1,4/29/19
985472,152567,null,1,1,6/2/19
986160,818495,null,1,1,5/29/19
986258,453529,null,1,1,6/17/19
986758,560408,null,2,1,6/2/19
986774,653317,null,3,1,6/2/19
987080,160642,null,1,1,5/30/19
987186,727684,null,1,1,6/2/19
987252,812792,null,1,1,4/29/19
987333,719687,null,2,1,4/29/19
987552,91621,null,1,1,4/29/19
987794,733536,null,2,1,6/2/19
987957,756145,null,1,1,6/19/19
987960,774167,null,2,1,6/19/19
988092,568992,null,2,1,6/2/19
988117,340212,null,2,1,6/17/19
988549,713737,null,2,1,6/19/19
988565,564784,null,2,1,6/18/19
988587,251021,null,1,1,6/19/19
988857,754461,null,1,1,6/19/19
989559,635549,null,2,1,6/18/19
989585,200572,null,1,1,5/29/19
989681,339152,null,2,1,6/19/19
989845,109400,null,1,1,6/2/19
989948,817679,null,1,1,6/17/19
990650,409940,null,2,1,6/19/19
990756,682671,null,2,1,6/2/19
991149,549088,null,2,1,6/2/19
991253,152717,null,1,1,4/29/19
991295,547470,null,1,1,6/17/19
991309,849066,null,1,1,6/18/19
991407,225268,null,2,1,6/2/19
991554,232371,null,1,1,5/29/19
991683,82925,null,1,1,5/29/19
992220,218197,null,1,1,5/29/19
992281,479789,null,1,1,6/18/19
992410,76449,null,1,1,6/18/19
992623,586968,null,2,1,6/19/19
992655,506096,null,1,1,5/29/19
992682,382865,null,1,1,6/19/19
992789,520935,null,1,1,5/29/19
992827,606506,null,1,1,5/29/19
993100,455193,null,1,1,6/17/19
993205,575175,null,1,1,6/2/19
993323,62406,null,2,1,6/19/19
993626,343097,null,1,1,6/18/19
993892,474806,null,2,1,6/19/19
994029,52923,null,2,1,6/19/19
994054,226118,null,2,1,5/29/19
994355,453428,null,1,1,6/17/19
994592,31658,null,1,1,6/19/19
994660,50297,null,2,1,6/18/19
994698,11594,null,2,1,5/29/19
994799,656624,null,1,1,5/30/19
994936,595419,null,3,1,6/18/19
995239,561253,null,1,1,6/19/19
995300,260475,null,2,1,6/17/19
995357,287836,null,3,1,6/17/19
995409,780636,null,3,1,6/19/19
995721,515808,null,1,1,6/19/19
995734,808252,null,1,1,5/29/19
996940,481677,null,1,1,6/19/19
996991,692570,null,1,1,6/17/19
997037,264773,null,1,1,5/29/19
997071,288160,null,1,1,6/2/19
997235,291259,null,1,1,5/30/19
997404,695180,null,1,1,5/30/19
997718,654132,null,3,1,5/29/19
997720,513805,null,1,1,5/29/19
997867,555153,null,1,1,6/17/19
998051,716424,null,1,1,6/19/19
998072,537051,null,1,1,6/19/19
998205,164990,null,2,1,5/30/19
998397,264460,null,2,1,6/19/19
998442,392715,null,2,1,6/2/19
998567,457589,null,1,1,6/2/19
998784,677458,null,1,1,5/30/19
998803,635518,null,2,1,6/19/19
998809,450398,null,1,1,6/19/19
998884,496540,null,1,1,5/29/19
999038,698867,null,2,1,5/30/19
999122,770894,null,2,1,6/19/19
999186,193535,null,1,1,6/2/19
999195,485124,null,1,1,6/2/19
999552,468745,null,1,1,5/30/19
999834,275460,null,2,1,6/18/19
999838,506957,null,1,1,6/18/19
999967,805685,null,1,1,6/2/19
1000149,254577,null,1,1,5/30/19
1000190,284679,null,2,1,5/30/19
1000636,471566,null,1,1,4/29/19
1001043,495350,null,2,1,4/29/19
1001129,59357,null,1,1,6/18/19
1001139,134664,null,2,1,4/29/19
1001601,404651,null,1,1,5/29/19
1002431,720630,null,2,1,5/30/19
1002605,787963,null,1,1,6/2/19
1003031,70849,null,1,1,6/19/19
1003373,251006,null,2,1,6/18/19
1003938,50039,null,2,1,6/19/19
1004021,337876,null,1,1,6/19/19
1004552,79404,null,1,1,6/18/19
1004666,789406,null,1,1,6/2/19
1004739,648731,null,1,1,6/18/19
1005158,383803,null,1,1,5/29/19
1005439,828036,null,1,1,4/29/19
1005476,574769,null,1,1,6/19/19
1005697,330269,null,2,1,6/18/19
1005853,390104,null,1,1,6/18/19
1006441,658550,null,3,1,5/30/19
1006814,500854,null,1,1,4/29/19
1007007,127028,null,1,1,5/30/19
1007290,57094,null,1,1,4/29/19
1007334,31744,null,2,1,4/29/19
1007777,362932,null,2,1,6/2/19
1007847,648305,null,3,1,5/25/19
1007972,229537,null,1,1,6/19/19
1008081,671611,null,1,1,6/18/19
1008233,521971,null,1,1,5/29/19
1008260,390844,null,2,1,6/17/19
1008561,158519,null,2,1,6/17/19
1008804,215920,null,1,1,5/30/19
1009031,682754,null,2,1,4/29/19
1009408,702826,null,2,1,6/2/19
1009565,566855,null,1,1,5/29/19
1009575,346810,null,2,1,5/30/19
1010281,156047,null,2,1,6/2/19
1010495,92277,null,1,1,6/18/19
1010704,243539,null,2,1,6/17/19
1010883,474110,null,2,1,4/29/19
1011377,492493,null,1,1,6/18/19
1011733,291678,null,1,1,5/30/19
1011737,236220,null,2,1,5/30/19
1012213,7730,null,2,1,4/29/19
1012261,373015,null,1,1,4/29/19
1012609,682759,null,2,1,6/19/19
1012617,298093,null,2,1,6/19/19
1012760,572695,null,3,1,6/19/19
1012885,78690,null,1,1,6/18/19
1012902,748743,null,2,1,6/2/19
1013199,453358,null,1,1,6/18/19
1013212,227062,null,1,1,6/18/19
1013276,7719,null,2,1,4/29/19
1013337,762698,null,2,1,6/17/19
1013410,224502,null,2,1,4/29/19
1013559,461186,null,1,1,5/29/19
1013570,760403,null,2,1,6/2/19
1013659,534074,null,1,1,6/17/19
1014191,341262,null,2,1,6/17/19
1014295,303934,null,3,1,5/30/19
1014435,328195,null,2,1,5/30/19
1014690,11357,null,2,1,5/29/19
1014737,166373,null,2,1,5/30/19
1015038,194447,null,1,1,5/29/19
1015118,147668,null,2,1,6/2/19
1015250,9489,null,2,1,6/2/19
1015563,444130,null,1,1,6/19/19
1015587,382239,null,2,1,4/29/19
1015817,61742,null,2,1,6/2/19
1016077,342738,null,2,1,6/2/19
1016117,755747,null,1,1,4/29/19
1016354,243161,null,1,1,6/19/19
1016416,698087,null,1,1,6/18/19
1016436,496582,null,2,1,6/18/19
1016546,451197,null,1,1,6/17/19
1017025,147476,null,2,1,5/29/19
1017384,695277,null,2,1,5/29/19
1017700,502985,null,1,1,6/19/19
1017864,212394,null,1,1,4/29/19
1017914,361187,null,2,1,6/18/19
1017973,401109,null,1,1,4/29/19
1018048,533354,null,1,1,6/2/19
1018288,726454,null,2,1,6/2/19
1018661,507431,null,1,1,5/29/19
1018724,606155,null,1,1,6/2/19
1019262,492940,null,2,1,6/17/19
1019303,492947,null,2,1,6/17/19
1019486,816412,null,1,1,6/19/19
1020097,803814,null,1,1,6/19/19
1020346,124292,null,2,1,6/17/19
1021231,302934,null,1,1,6/17/19
1021618,789728,null,1,1,6/19/19
1021931,479779,null,1,1,6/18/19
1022960,279293,null,2,1,6/19/19
1023029,400672,null,1,1,6/18/19
1023271,286780,null,3,1,6/2/19
1023441,635919,null,1,1,5/29/19
1023624,817632,null,1,1,5/30/19
1023660,182544,null,1,1,6/19/19
1023841,181213,null,2,1,6/19/19
1023874,253509,null,2,1,5/29/19
1024037,634633,null,2,1,6/18/19
1024790,660996,null,3,1,6/17/19
1024947,467692,null,1,1,6/2/19
1025006,735778,null,2,1,6/2/19
1025454,51881,null,1,1,6/19/19
1025592,120167,null,1,1,5/29/19
1026338,303815,null,1,1,4/29/19
1026468,622438,null,1,1,5/30/19
1026520,294959,null,2,1,6/19/19
1026543,82649,null,1,1,6/19/19
1027721,642013,null,1,1,6/19/19
1028144,159566,null,1,1,5/29/19
1028166,350149,null,1,1,5/29/19
1028228,705114,null,1,1,6/2/19
1028272,846412,null,1,1,5/30/19
1028394,767713,null,2,1,5/30/19
1029443,409778,null,1,1,6/17/19
1029533,740803,null,2,1,5/30/19
1029582,11386,null,1,1,5/30/19
1029768,213030,null,1,1,5/30/19
1029893,837161,null,2,1,6/2/19
1030049,302685,null,0,1,5/29/19
1030203,250505,null,2,1,6/17/19
1030207,655168,null,3,1,6/17/19
1030415,143574,null,2,1,6/17/19
1030666,398267,null,1,1,6/17/19
1030811,770828,null,1,1,5/29/19
1030908,714298,null,1,1,5/30/19
1031017,682517,null,2,1,6/2/19
1031206,732683,null,1,1,6/2/19
1031585,535344,null,1,1,5/29/19
1031674,591327,null,1,1,5/30/19
1031814,343967,null,1,1,6/19/19
1031869,639413,null,2,1,5/29/19
1031874,847153,null,1,1,5/25/19
1031876,151164,null,1,1,5/25/19
1032049,674774,null,2,1,6/2/19
1032128,764057,null,2,1,6/2/19
1032778,129141,null,1,1,6/18/19
1032849,343622,null,1,1,6/18/19
1032971,371405,null,1,1,6/18/19
1032972,392716,null,2,1,6/18/19
1033664,510315,null,1,1,6/18/19
1033823,232919,null,1,1,4/29/19
1034201,505241,null,1,1,6/17/19
1034317,688765,null,2,1,6/18/19
1034437,723851,null,1,1,6/19/19
1034510,726134,null,2,1,6/2/19
1034661,212485,null,1,1,5/29/19
1034728,150191,null,2,1,6/17/19
1035044,305839,null,1,1,6/2/19
1035152,447342,null,2,1,5/29/19
1035529,88195,null,1,1,5/29/19
1035680,44497,null,2,1,6/18/19
1036260,699704,null,2,1,6/18/19
1036659,738529,null,2,1,5/29/19
1036721,386417,null,2,1,4/29/19
1037332,709469,null,2,1,6/17/19
1037338,360742,null,2,1,6/17/19
1037426,334953,null,1,1,6/2/19
1037476,343609,null,1,1,6/2/19
1037635,387368,null,1,1,4/29/19
1037822,510064,null,1,1,6/2/19
1037948,746243,null,2,1,5/30/19
1038247,636733,null,1,1,6/19/19
1038390,398323,null,1,1,5/25/19
1038428,449834,null,2,1,6/2/19
1038539,668734,null,2,1,6/17/19
1038662,447549,null,2,1,6/19/19
1038881,476826,null,1,1,6/17/19
1038913,223354,null,2,1,6/18/19
1039893,805194,null,1,1,5/30/19
1039916,147456,null,2,1,5/30/19
1040016,737502,null,3,1,6/2/19
1040057,546686,null,1,1,4/29/19
1040143,232779,null,1,1,5/29/19
1040255,342735,null,2,1,4/29/19
1040360,627379,null,3,1,6/2/19
1040465,753386,null,2,1,5/29/19
1040469,412430,null,1,1,4/29/19
1041056,372886,null,1,1,6/18/19
1041118,729109,null,2,1,6/18/19
1041189,271310,null,1,1,6/2/19
1041322,329198,null,2,1,6/19/19
1041400,213333,null,1,1,6/17/19
1041568,500383,null,1,1,6/18/19
1042269,117726,null,2,1,5/30/19
1042373,376488,null,1,1,6/17/19
1042553,612745,null,1,1,6/19/19
1042671,341722,null,2,1,6/2/19
1043057,774363,null,2,1,4/29/19
1043126,755917,null,2,1,6/2/19
1043149,837869,null,2,1,5/29/19
1043204,708717,null,1,1,4/29/19
1043263,286773,null,3,1,5/30/19
1043497,775941,null,2,1,6/19/19
1043828,226586,null,1,1,6/2/19
1044242,77914,null,1,1,5/30/19
1044456,619502,null,3,1,6/18/19
1044915,646640,null,3,1,6/2/19
1044940,738524,null,2,1,5/29/19
1044976,222558,null,1,1,6/2/19
1045270,767854,null,2,1,6/19/19
1045279,520518,null,2,1,6/17/19
1045486,675130,null,2,1,6/19/19
1045554,220065,null,1,1,6/19/19
1046254,607100,null,1,1,6/2/19
1046377,791896,null,1,1,5/25/19
1046455,813979,null,1,1,6/17/19
1046755,633187,null,2,1,6/2/19
1047630,717242,null,2,1,6/18/19
1047786,8793,null,2,1,5/29/19
1047979,251777,null,1,1,6/2/19
1048135,389390,null,2,1,6/17/19
1048223,300711,null,2,1,6/17/19
1048379,712357,null,2,1,6/17/19
1048446,340286,null,2,1,6/17/19
1048661,678265,null,2,1,6/19/19
1048726,11278,null,2,1,6/19/19
1049332,352457,null,1,1,6/18/19
1049636,341378,null,1,1,6/18/19
1049713,638459,null,1,1,6/17/19
1049740,226832,null,1,1,6/18/19
1049872,57966,null,1,1,6/2/19
1050178,695079,null,2,1,6/18/19
1050426,236816,null,2,1,5/29/19
1050607,617290,null,2,1,6/19/19
1050983,631058,null,1,1,6/2/19
1051364,789415,null,1,1,5/30/19
1051451,775650,null,2,1,5/30/19
1051547,138647,null,1,1,5/30/19
1051573,113512,null,2,1,4/29/19
1051675,817709,null,1,1,6/2/19
1051742,513004,null,1,1,6/17/19
1051867,514150,null,1,1,6/17/19
1052292,394297,null,1,1,5/30/19
1052385,294674,null,2,1,6/17/19
1052599,768683,null,2,1,6/17/19
1052753,686953,null,2,1,6/17/19
1053078,10411,null,2,1,5/29/19
1053084,546511,null,1,1,5/29/19
1053349,802154,null,1,1,6/17/19
1053407,98094,null,2,1,6/17/19
1053660,371815,null,1,1,5/30/19
1053861,449611,null,2,1,6/18/19
1054084,774840,null,2,1,5/29/19
1054207,709430,null,2,1,6/17/19
1054452,107212,null,1,1,6/18/19
1054570,764478,null,2,1,5/29/19
1054745,297294,null,2,1,6/2/19
1054944,629091,null,3,1,6/2/19
1055076,690219,null,2,1,5/29/19
1055280,211325,null,3,1,6/2/19
1055571,358682,null,2,1,5/29/19
1055710,181110,null,2,1,6/19/19
1055946,356011,null,1,1,6/2/19
1056071,678029,null,1,1,4/29/19
1056125,382825,null,1,1,4/29/19
1056198,411444,null,2,1,6/17/19
1056289,339335,null,2,1,4/29/19
1056379,574801,null,1,1,6/19/19
1056442,246687,null,1,1,5/30/19
1056584,790324,null,1,1,5/30/19
1056718,599061,null,2,1,6/19/19
1056959,527564,null,2,1,6/2/19
1057248,294837,null,2,1,6/2/19
1057362,148175,null,2,1,6/17/19
1057686,633553,null,2,1,6/19/19
1057878,148158,null,2,1,6/17/19
1057963,592651,null,1,1,6/18/19
1057977,835736,null,1,1,6/19/19
1058048,299700,null,2,1,5/30/19
1058372,486157,null,1,1,6/19/19
1058837,85074,null,1,1,4/29/19
1059013,359140,null,2,1,6/17/19
1059283,333523,null,1,1,5/30/19
1060103,679982,null,1,1,4/29/19
1060356,165290,null,1,1,6/2/19
1060379,737411,null,3,1,6/18/19
1060895,281694,null,2,1,4/29/19
1060962,693961,null,2,1,6/2/19
1061236,444290,null,2,1,5/29/19
1061294,507383,null,1,1,5/29/19
1061574,447991,null,1,1,6/2/19
1061740,565041,null,2,1,6/18/19
1061796,542113,null,2,1,5/29/19
1061979,45800,null,2,1,6/19/19
1062074,339062,null,2,1,4/29/19
1062092,76878,null,1,1,4/29/19
1062116,591102,null,3,1,6/19/19
1062158,311525,null,1,1,5/29/19
1062423,374929,null,2,1,6/18/19
1062730,333117,null,1,1,6/17/19
1062801,447054,null,1,1,6/17/19
1063184,310140,null,2,1,4/29/19
1063210,126572,null,1,1,6/19/19
1063244,587525,null,3,1,6/17/19
1063683,859713,null,1,1,5/30/19
1064119,307083,null,2,1,5/29/19
1064231,504191,null,1,1,5/29/19
1064359,781281,null,1,1,6/2/19
1064423,712643,null,2,1,5/29/19
1064658,611485,null,1,1,6/19/19
1064766,392322,null,1,1,6/19/19
1065521,221841,null,1,1,5/29/19
1065584,806916,null,1,1,5/29/19
1065595,291786,null,1,1,5/29/19
1065787,514775,null,1,1,5/30/19
1065843,148081,null,2,1,6/2/19
1065927,653314,null,3,1,5/29/19
1065972,516244,null,1,1,5/30/19
1066144,206695,null,1,1,4/29/19
1066206,207869,null,1,1,4/29/19
1066242,33512,null,2,1,6/19/19
1066439,130516,null,1,1,4/29/19
1066751,213822,null,1,1,4/29/19
1066824,763838,null,2,1,6/18/19
1066848,694553,null,1,1,4/29/19
1066921,405630,null,1,1,4/29/19
1066984,702974,null,2,1,6/17/19
1068290,633159,null,1,1,5/30/19
1068322,96197,null,1,1,4/29/19
1068398,323170,null,2,1,6/17/19
1068515,147604,null,2,1,5/30/19
1068695,243641,null,1,1,4/29/19
1068857,393383,null,2,1,5/29/19
1068901,78645,null,1,1,6/18/19
1069111,201614,null,1,1,6/18/19
1069167,242645,null,1,1,6/17/19
1069475,759821,null,2,1,6/18/19
1069542,653019,null,3,1,6/2/19
1069716,73805,null,1,1,6/18/19
1069769,95956,null,2,1,5/30/19
1070131,490610,null,2,1,4/29/19
1070197,483370,null,1,1,5/29/19
1070243,100243,null,1,1,4/29/19
1070281,183871,null,1,1,5/29/19
1070702,570601,null,1,1,5/30/19
1071200,104076,null,1,1,6/18/19
1071511,218841,null,1,1,6/18/19
1071584,298159,null,2,1,6/2/19
1071712,656194,null,1,1,4/29/19
1071762,273936,null,2,1,5/30/19
1072009,448399,null,1,1,6/17/19
1072307,350851,null,2,1,6/18/19
1072364,669043,null,2,1,4/29/19
1072425,333115,null,1,1,6/19/19
1072599,546842,null,1,1,4/29/19
1073134,219116,null,1,1,6/18/19
1073188,565456,null,2,1,5/29/19
1073749,224562,null,2,1,6/2/19
1074131,640639,null,2,1,6/19/19
1074192,91429,null,1,1,5/29/19
1074306,815805,null,1,1,6/2/19
1074329,108874,null,1,1,6/19/19
1074434,542855,null,1,1,4/29/19
1074455,740935,null,2,1,4/29/19
1074583,724999,null,2,1,6/17/19
1074592,184137,null,1,1,6/17/19
1074894,314772,null,1,1,6/18/19
1075003,613093,null,1,1,4/29/19
1075014,30546,null,1,1,4/29/19
1075183,343934,null,1,1,5/29/19
1075263,84487,null,2,1,6/18/19
1075932,617794,null,2,1,6/17/19
1076465,453552,null,2,1,5/30/19
1076507,751963,null,1,1,5/29/19
1076509,73824,null,1,1,5/29/19
1076682,412199,null,1,1,6/19/19
1076703,492648,null,1,1,5/29/19
1077124,151445,null,1,1,5/30/19
1077343,492971,null,1,1,4/29/19
1078000,684358,null,2,1,6/19/19
1078201,169599,null,2,1,6/17/19
1078301,743251,null,2,1,5/30/19
1078313,457623,null,1,1,5/30/19
1078654,692360,null,1,1,6/17/19
1078932,374432,null,1,1,5/29/19
1078993,688286,null,2,1,6/18/19
1078999,490333,null,1,1,6/18/19
1079262,159984,null,1,1,6/17/19
1079308,221626,null,3,1,5/30/19
1079506,516735,null,1,1,5/29/19
1079669,622305,null,1,1,4/29/19
1079681,449599,null,1,1,5/30/19
1079895,788308,null,1,1,5/30/19
1079926,340237,null,2,1,4/29/19
1080187,699784,null,2,1,5/30/19
1080421,467166,null,1,1,6/2/19
1080553,462520,null,1,1,6/2/19
1081019,658638,null,3,1,5/30/19
1081411,377935,null,2,1,5/30/19
1081461,159935,null,1,1,6/18/19
1081474,608513,null,1,1,4/29/19
1081640,654717,null,1,1,5/29/19
1081822,299975,null,2,1,4/29/19
1081895,370052,null,1,1,4/29/19
1081915,700415,null,2,1,5/30/19
1081971,729391,null,1,1,6/19/19
1081991,721477,null,2,1,5/30/19
1082028,61196,null,2,1,5/29/19
1082403,630682,null,3,1,5/30/19
1082884,149055,null,1,1,4/29/19
1083355,608500,null,1,1,4/29/19
1083701,155985,null,1,1,6/17/19
1083838,466987,null,1,1,6/2/19
1084109,253104,null,2,1,5/29/19
1084266,211183,null,3,1,4/29/19
1084476,355276,null,2,1,6/19/19
1084543,148687,null,2,1,6/17/19
1084589,673849,null,2,1,6/2/19
1084951,349225,null,2,1,6/19/19
1084970,26457,null,2,1,6/19/19
1085494,472119,null,1,1,6/19/19
1086257,293267,null,2,1,5/29/19
1086728,90739,null,1,1,6/19/19
1087219,377141,null,1,1,6/2/19
1087384,810281,null,1,1,5/29/19
1087691,548040,null,1,1,4/29/19
1088214,640380,null,1,1,6/19/19
1088310,572407,null,2,1,6/2/19
1088710,349023,null,2,1,6/19/19
